x,y,u
6.349431818181818e-01,1.136363636363636e-02,0.000000000000000e+00
6.548295454545454e-01,1.136363636363636e-02,0.000000000000000e+00
6.747159090909091e-01,1.136363636363636e-02,0.000000000000000e+00
6.946022727272727e-01,1.136363636363636e-02,0.000000000000000e+00
7.144886363636364e-01,1.136363636363636e-02,0.000000000000000e+00
7.343750000000000e-01,1.136363636363636e-02,0.000000000000000e+00
7.542613636363636e-01,1.136363636363636e-02,0.000000000000000e+00
7.741477272727273e-01,1.136363636363636e-02,0.000000000000000e+00
7.940340909090909e-01,1.136363636363636e-02,0.000000000000000e+00
8.139204545454546e-01,1.136363636363636e-02,0.000000000000000e+00
8.338068181818181e-01,1.136363636363636e-02,0.000000000000000e+00
8.536931818181819e-01,1.136363636363636e-02,0.000000000000000e+00
8.735795454545454e-01,1.136363636363636e-02,0.000000000000000e+00
8.934659090909092e-01,1.136363636363636e-02,0.000000000000000e+00
9.133522727272727e-01,1.136363636363636e-02,0.000000000000000e+00
9.332386363636364e-01,1.136363636363636e-02,0.000000000000000e+00
9.531250000000000e-01,1.136363636363636e-02,0.000000000000000e+00
9.730113636363636e-01,1.136363636363636e-02,0.000000000000000e+00
9.928977272727273e-01,1.136363636363636e-02,0.000000000000000e+00
1.012784090909091e+00,1.136363636363636e-02,0.000000000000000e+00
1.032670454545455e+00,1.136363636363636e-02,0.000000000000000e+00
1.052556818181818e+00,1.136363636363636e-02,0.000000000000000e+00
1.072443181818182e+00,1.136363636363636e-02,0.000000000000000e+00
1.092329545454545e+00,1.136363636363636e-02,0.000000000000000e+00
1.112215909090909e+00,1.136363636363636e-02,0.000000000000000e+00
1.132102272727273e+00,1.136363636363636e-02,0.000000000000000e+00
1.151988636363636e+00,1.136363636363636e-02,0.000000000000000e+00
1.171875000000000e+00,1.136363636363636e-02,0.000000000000000e+00
1.191761363636364e+00,1.136363636363636e-02,0.000000000000000e+00
1.211647727272727e+00,1.136363636363636e-02,0.000000000000000e+00
1.231534090909091e+00,1.136363636363636e-02,0.000000000000000e+00
1.251420454545455e+00,1.136363636363636e-02,0.000000000000000e+00
1.271306818181818e+00,1.136363636363636e-02,0.000000000000000e+00
1.291193181818182e+00,1.136363636363636e-02,0.000000000000000e+00
1.311079545454545e+00,1.136363636363636e-02,0.000000000000000e+00
1.330965909090909e+00,1.136363636363636e-02,0.000000000000000e+00
1.350852272727273e+00,1.136363636363636e-02,0.000000000000000e+00
1.370738636363636e+00,1.136363636363636e-02,0.000000000000000e+00
1.390625000000000e+00,1.136363636363636e-02,0.000000000000000e+00
1.410511363636364e+00,1.136363636363636e-02,0.000000000000000e+00
1.430397727272727e+00,1.136363636363636e-02,0.000000000000000e+00
1.450284090909091e+00,1.136363636363636e-02,0.000000000000000e+00
1.470170454545455e+00,1.136363636363636e-02,0.000000000000000e+00
1.490056818181818e+00,1.136363636363636e-02,0.000000000000000e+00
6.349431818181818e-01,3.409090909090909e-02,0.000000000000000e+00
6.548295454545454e-01,3.409090909090909e-02,0.000000000000000e+00
6.747159090909091e-01,3.409090909090909e-02,0.000000000000000e+00
6.946022727272727e-01,3.409090909090909e-02,0.000000000000000e+00
7.144886363636364e-01,3.409090909090909e-02,0.000000000000000e+00
7.343750000000000e-01,3.409090909090909e-02,0.000000000000000e+00
7.542613636363636e-01,3.409090909090909e-02,0.000000000000000e+00
