x,y,u,qn
0.625,0.2556818181818182,-0.0001349099549112541,0.11772024388034419
0.625,0.26704545454545453,-0.00013417526905015831,0.11998656907415754
0.625,0.2784090909090909,-0.00013417526905015831,0.1222528942679709
0.625,0.2897727272727273,-0.00013417526905015831,0.12418119869973698
0.625,0.30113636363636365,-0.00013297045970858538,0.12599682954415398
0.625,0.3125,-0.00013297045970858538,0.12781246038857097
0.625,0.32386363636363635,-0.00013297045970858538,0.12919849364469743
0.625,0.3352272727272727,-0.00013136760270485926,0.1305845269008239
0.625,0.34659090909090906,-0.00013136760270485926,0.1318675995758395
0.625,0.35795454545454547,-0.00013136760270485926,0.13284179050752246
0.625,0.3693181818181818,-0.00012940987867183007,0.13381598143920542
0.625,0.3806818181818182,-0.00012940987867183007,0.1345922125528234
0.625,0.3920454545454546,-0.00012712517335206636,0.13517048384837635
0.625,0.40340909090909094,-0.00012712517335206636,0.1357487551439293
0.625,0.4147727272727273,-0.00012712517335206636,0.13604127873575678
0.625,0.42613636363636365,-0.00012453326047427759,0.13623855309300903
0.625,0.4375,-0.00012453326047427759,0.1364358274502613
0.625,0.44886363636363635,-0.00012453326047427759,0.13626648338779362
0.625,0.4602272727272727,-0.00012164958136980747,0.1360971393253259
0.625,0.47159090909090906,-0.00012164958136980747,0.13583966109511694
0.625,0.4829545454545454,-0.00012164958136980747,0.13531778036168413
0.625,0.4943181818181818,-0.00011848720911204342,0.1347958996282513
0.625,0.5056818181818181,-0.00011848720911204342,0.13410470912538472
0.625,0.5170454545454546,-0.00011505782296380586,0.1332442088530843
0.625,0.5284090909090908,-0.00011505782296380586,0.13238370858078388
0.625,0.5397727272727273,-0.00011505782296380586,0.13127960849559714
0.625,0.5511363636363636,-0.00011137210434961402,0.13009430847278164
0.625,0.5625,-0.00011137210434961402,0.12890900844996614
0.625,0.5738636363636364,-0.00011137210434961402,0.12741265917282643
0.625,0.5852272727272727,-0.00010743972516856498,0.12591630989568672
0.625,0.5965909090909092,-0.00010743972516856498,0.12434561835346603
0.625,0.6079545454545454,-0.00010743972516856498,0.12255190001600247
0.625,0.6193181818181819,-0.00010326893323133967,0.12075818167853887
0.625,0.6306818181818181,-0.00010326893323133967,0.11882256768670037
0.625,0.6420454545454546,-9.886558081369878e-05,0.11674505804048689
0.625,0.6534090909090908,-9.886558081369878e-05,0.11466754839427346
0.625,0.6647727272727273,-9.886558081369878e-05,0.11238724211070275
0.625,0.6761363636363636,-9.423122978366611e-05,0.11003933694801299
0.625,0.6875,-9.423122978366611e-05,0.10769143178532323
0.625,0.6988636363636364,-9.423122978366611e-05,0.10508617884819682
0.625,0.7102272727272727,-8.935962380367744e-05,0.1024809259110704
0.625,0.7215909090909092,-8.935962380367744e-05,0.09981442702978409
0.625,0.7329545454545454,-8.935962380367744e-05,0.0969641903160182
0.625,0.7443181818181819,-8.423022940247465e-05,0.09411395360225228
